Date,weekday,Holiday,working _day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
17/03/2013,1,NAH,H,HHW,17,3,2013,27400.53333,41100.8
18/03/2013,2,NAH,W,HWW,18,3,2013,23000,34944
19/03/2013,3,NAH,W,WWW,19,3,2013,20000,30004
20/03/2013,4,NAH,W,WWW,20,3,2013,32000,48391.2
21/03/2013,5,NAH,W,WWW,21,3,2013,35000,38053.6
22/03/2013,6,NAH,W,WWH,22,3,2013,27000,40580.8
23/03/2013,7,NAH,H,WHH,23,3,2013,22000,33332
24/03/2013,1,NAH,H,HHW,24,3,2013,23000,34600.8
25/03/2013,2,NAH,W,HWW,25,3,2013,28000,42660.8
26/03/2013,3,O,W,WWW,26,3,2013,37000,56035.2
27/03/2013,4,OH,W,WWW,27,3,2013,37900,49410.4
28/03/2013,5,R-C,W,WWW,28,3,2013,31600,47476
29/03/2013,6,NH,W,WWH,29,3,2013,38000,48339.2
30/03/2013,7,NAH,H,WHH,30,3,2013,53000,80745.6
31/03/2013,1,OH,H,HHW,31,3,2013,37888,46332
01/04/2013,2,NAH,W,HWW,1,4,2013,42100,63284
02/04/2013,3,NAH,W,WWW,2,4,2013,50000,76356.8
03/04/2013,4,NAH,W,WWW,3,4,2013,44000,66404
04/04/2013,5,NAH,W,WWW,4,4,2013,47000,71552
05/04/2013,6,NAH,W,WWH,5,4,2013,53000,80527.2
06/04/2013,7,NAH,H,WHH,6,4,2013,41000,62628.8
07/04/2013,1,NAH,H,HHW,7,4,2013,30666.13333,45999.2
08/04/2013,2,NAH,W,HWW,8,4,2013,47000,70626.4
09/04/2013,3,NAH,W,WWW,9,4,2013,38000,58156.8
10/04/2013,4,NAH,W,WWW,10,4,2013,25000,37689.6
11/04/2013,5,OH,W,WWW,11,4,2013,20016.53333,30024.8
12/04/2013,6,NAH,W,WWH,12,4,2013,35242.13333,52863.2
13/04/2013,7,OH,H,WHH,13,4,2013,35734.4,53601.6
14/04/2013,1,OH,H,HHW,14,4,2013,37342.93333,56014.4
15/04/2013,2,NAH,W,HWW,15,4,2013,29848,44772
16/04/2013,3,NAH,W,WWW,16,4,2013,46696,70044
17/04/2013,4,NAH,W,WWW,17,4,2013,36753.6,55130.4
18/04/2013,5,NAH,W,WWW,18,4,2013,25070.93333,37606.4
19/04/2013,6,NH,W,WWH,19,4,2013,27580.8,41371.2
20/04/2013,7,NAH,H,WHH,20,4,2013,38292.8,57439.2
21/04/2013,1,NAH,H,HHW,21,4,2013,19295.46667,28943.2
22/04/2013,2,NAH,W,HWW,22,4,2013,17451.2,26176.8
23/04/2013,3,NAH,W,WWW,23,4,2013,23358.4,35037.6
24/04/2013,4,NH,W,WWW,24,4,2013,27885.86667,41828.8
25/04/2013,5,NAH,W,WWW,25,4,2013,25000,36816
26/04/2013,6,NAH,W,WWH,26,4,2013,26520,39780
27/04/2013,7,NAH,H,WHH,27,4,2013,56409.6,84614.4
28/04/2013,1,NAH,H,HHW,28,4,2013,44096,66144
29/04/2013,2,NAH,W,HWW,29,4,2013,25070.93333,37606.4
30/04/2013,3,NAH,W,WWW,30,4,2013,61782.93333,92674.4
01/05/2013,4,NAH,W,WWW,1,5,2013,36337.6,54506.4
02/05/2013,5,NAH,W,WWW,2,5,2013,50648,75972
03/05/2013,6,NAH,W,WWH,3,5,2013,45337.06667,68005.6
04/05/2013,7,NAH,H,WHH,4,5,2013,49185.06667,73777.6
05/05/2013,1,NAH,H,HHW,5,5,2013,36510.93333,54766.4
06/05/2013,2,NAH,W,HWW,6,5,2013,34375.46667,51563.2
07/05/2013,3,NAH,W,WWW,7,5,2013,45801.6,68702.4
08/05/2013,4,OH,W,WWW,8,5,2013,54000,82066.4
09/05/2013,5,NAH,W,WWW,9,5,2013,35755.2,53632.8
10/05/2013,6,NAH,W,WWH,10,5,2013,42203.2,63304.8
11/05/2013,7,NAH,H,WHH,11,5,2013,47306.13333,70959.2
12/05/2013,1,O,H,HHW,12,5,2013,27310.4,40965.6
13/05/2013,2,NAH,W,HWW,13,5,2013,25993.06667,38989.6
14/05/2013,3,NAH,W,WWW,14,5,2013,38091.73333,57137.6
15/05/2013,4,NAH,W,WWW,15,5,2013,37862.93333,56794.4
16/05/2013,5,NAH,W,WWW,16,5,2013,45753.06667,68629.6
17/05/2013,6,NAH,W,WWH,17,5,2013,35054.93333,52582.4
18/05/2013,7,NAH,H,WHH,18,5,2013,40816.53333,61224.8
19/05/2013,1,NAH,H,HHW,19,5,2013,24086.4,36129.6
20/05/2013,2,NAH,W,HWW,20,5,2013,61061.86667,91592.8
21/05/2013,3,NAH,W,WWW,21,5,2013,36621.86667,54932.8
22/05/2013,4,NAH,W,WWW,22,5,2013,37987.73333,56981.6
23/05/2013,5,NAH,W,WWW,23,5,2013,52305.06667,78457.6
24/05/2013,6,OH,W,WWH,24,5,2013,50000,76731.2
25/05/2013,7,NH,H,WHH,25,5,2013,36164.26667,54246.4
26/05/2013,1,NAH,H,HHW,26,5,2013,26700.26667,40050.4
27/05/2013,2,NAH,W,HWW,27,5,2013,36885.33333,55328
28/05/2013,3,NAH,W,WWW,28,5,2013,30631.46667,45947.2
29/05/2013,4,NAH,W,WWW,29,5,2013,57629.86667,86444.8
30/05/2013,5,NAH,W,WWW,30,5,2013,49774.4,74661.6
31/05/2013,6,NAH,W,WWH,31,5,2013,51500.8,77251.2
01/06/2013,7,NAH,H,WHH,1,6,2013,52637.86667,78956.8
02/06/2013,1,NAH,H,HHW,2,6,2013,11682.66667,17524
03/06/2013,2,NAH,W,HWW,3,6,2013,28135.46667,42203.2
04/06/2013,3,NAH,W,WWW,4,6,2013,51285.86667,76928.8
05/06/2013,4,NAH,W,WWW,5,6,2013,60236.8,90355.2
06/06/2013,5,NAH,W,WWW,6,6,2013,47562.66667,71344
07/06/2013,6,NAH,W,WWH,7,6,2013,42600,64043.2
08/06/2013,7,NAH,H,WHH,8,6,2013,44040.53333,66060.8
09/06/2013,1,NAH,H,HHW,9,6,2013,28974.4,43461.6
10/06/2013,2,NAH,W,HWW,10,6,2013,40885.86667,61328.8
11/06/2013,3,NAH,W,WWW,11,6,2013,41086.93333,61630.4
12/06/2013,4,NAH,W,WWW,12,6,2013,38174.93333,57262.4
13/06/2013,5,NAH,W,WWW,13,6,2013,34645.86667,51968.8
14/06/2013,6,NAH,W,WWH,14,6,2013,33723.73333,50585.6
15/06/2013,7,NAH,H,WHH,15,6,2013,45538.13333,68307.2
16/06/2013,1,O,H,HHW,16,6,2013,32891.73333,49337.6
17/06/2013,2,NAH,W,HWW,17,6,2013,46765.33333,70148
18/06/2013,3,NAH,W,WWW,18,6,2013,21021.86667,31532.8
19/06/2013,4,NAH,W,WWW,19,6,2013,31505.06667,47257.6
20/06/2013,5,NAH,W,WWW,20,6,2013,27199.46667,40799.2
21/06/2013,6,NAH,W,WWH,21,6,2013,39797.33333,59696
22/06/2013,7,NAH,H,WHH,22,6,2013,33737.6,50606.4
23/06/2013,1,NAH,H,HHW,23,6,2013,36677.33333,55016
24/06/2013,2,NAH,W,HWW,24,6,2013,44532.8,66799.2
25/06/2013,3,NAH,W,WWW,25,6,2013,27872,41808
26/06/2013,4,NAH,W,WWW,26,6,2013,32794.66667,49192
27/06/2013,5,NAH,W,WWW,27,6,2013,33508.8,50263.2
28/06/2013,6,NAH,W,WWH,28,6,2013,41946.66667,62920
29/06/2013,7,NAH,H,WHH,29,6,2013,59384,89076
30/06/2013,1,NAH,H,HHW,30,6,2013,46370.13333,69555.2
01/07/2013,2,NAH,W,HWW,1,7,2013,72700,109158.4
02/07/2013,3,NAH,W,WWW,2,7,2013,44997.33333,67496
03/07/2013,4,NAH,W,WWW,3,7,2013,68900,94369.6
04/07/2013,5,NAH,W,WWW,4,7,2013,30173.86667,45260.8
05/07/2013,6,NAH,W,WWH,5,7,2013,50960,76440
06/07/2013,7,NAH,H,WHH,6,7,2013,51202.66667,76804
07/07/2013,1,NAH,H,HHW,7,7,2013,24204.26667,36306.4
08/07/2013,2,NAH,W,HWW,8,7,2013,42459.73333,63689.6
09/07/2013,3,NAH,W,WWW,9,7,2013,38729.6,58094.4
10/07/2013,4,OH,W,WWW,10,7,2013,47458.66667,71188
11/07/2013,5,NAH,W,WWW,11,7,2013,27206.4,40809.6
12/07/2013,6,NAH,W,WWH,12,7,2013,30666.13333,45999.2
13/07/2013,7,NAH,H,WHH,13,7,2013,31200,46800
14/07/2013,1,NAH,H,HHW,14,7,2013,21368.53333,32052.8
15/07/2013,2,NAH,W,HWW,15,7,2013,30291.73333,45437.6
16/07/2013,3,NAH,W,WWW,16,7,2013,27102.4,40653.6
17/07/2013,4,NAH,W,WWW,17,7,2013,32884.8,49327.2
18/07/2013,5,NAH,W,WWW,18,7,2013,39540.8,59311.2
19/07/2013,6,NAH,W,WWH,19,7,2013,53754.13333,80631.2
20/07/2013,7,NAH,H,WHH,20,7,2013,32500,57730.4
21/07/2013,1,NAH,H,HHW,21,7,2013,42307.2,63460.8
22/07/2013,2,O,W,HWW,22,7,2013,50329.06667,75493.6
23/07/2013,3,NAH,W,WWW,23,7,2013,22436.26667,33654.4
24/07/2013,4,NAH,W,WWW,24,7,2013,36247.46667,54371.2
25/07/2013,5,NAH,W,WWW,25,7,2013,21625.06667,32437.6
26/07/2013,6,NAH,W,WWH,26,7,2013,32780.8,49171.2
27/07/2013,7,NAH,H,WHH,27,7,2013,42341.86667,63512.8
28/07/2013,1,NAH,H,HHW,28,7,2013,40795.73333,61193.6
29/07/2013,2,NAH,W,HWW,29,7,2013,72668.26667,109002.4
30/07/2013,3,NAH,W,WWW,30,7,2013,46696,70044
31/07/2013,4,NAH,W,WWW,31,7,2013,52360.53333,78540.8
01/08/2013,5,NAH,W,WWW,1,8,2013,39630.93333,59446.4
02/08/2013,6,NAH,W,WWH,2,8,2013,41787.2,62680.8
03/08/2013,7,NAH,H,WHH,3,8,2013,58461.86667,87692.8
04/08/2013,1,O,H,HHW,4,8,2013,56800,78374.4
05/08/2013,2,NAH,W,HWW,5,8,2013,57387.2,86080.8
06/08/2013,3,NAH,W,WWW,6,8,2013,44706.13333,67059.2
07/08/2013,4,NAH,W,WWW,7,8,2013,39582.4,59373.6
08/08/2013,5,NAH,W,WWW,8,8,2013,38521.6,57782.4
09/08/2013,6,R-M,W,WWH,9,8,2013,37717.33333,56576
10/08/2013,7,NAH,H,WHH,10,8,2013,49358.4,74037.6
11/08/2013,1,NAH,H,HHW,11,8,2013,33640.53333,50460.8
12/08/2013,2,NAH,W,HWW,12,8,2013,25805.86667,38708.8
13/08/2013,3,NAH,W,WWW,13,8,2013,54800,77906.4
14/08/2013,4,NAH,W,WWW,14,8,2013,44955.73333,67433.6
15/08/2013,5,NAH,W,WWW,15,8,2013,36559.46667,54839.2
16/08/2013,6,NAH,W,WWH,16,8,2013,40372.8,60559.2
17/08/2013,7,NAH,H,WHH,17,8,2013,52097.06667,78145.6
18/08/2013,1,OH,H,HHW,18,8,2013,21930.13333,32895.2
19/08/2013,2,NAH,W,HWW,19,8,2013,28357.33333,42536
20/08/2013,3,OH,W,WWW,20,8,2013,30714.66667,46072
21/08/2013,4,NAH,W,WWW,21,8,2013,30645.33333,45968
22/08/2013,5,NAH,W,WWW,22,8,2013,35491.73333,53237.6
23/08/2013,6,NAH,W,WWH,23,8,2013,38251.2,57376.8
24/08/2013,7,NAH,H,WHH,24,8,2013,50564.8,75847.2
25/08/2013,1,NAH,H,HHW,25,8,2013,37946.13333,56919.2
26/08/2013,2,NAH,W,HWW,26,8,2013,30811.73333,46217.6
27/08/2013,3,NAH,W,WWW,27,8,2013,35193.6,52790.4
28/08/2013,4,NH,W,WWW,28,8,2013,32267.73333,48401.6
29/08/2013,5,NAH,W,WWW,29,8,2013,21881.6,32822.4
30/08/2013,6,NAH,W,WWH,30,8,2013,46009.6,69014.4
31/08/2013,7,NAH,H,WHH,31,8,2013,50876.8,76315.2
01/09/2013,1,NAH,H,HHW,1,9,2013,27532.26667,41298.4
02/09/2013,2,NAH,W,HWW,2,9,2013,57414.93333,86122.4
03/09/2013,3,NAH,W,WWW,3,9,2013,51493.86667,77240.8
04/09/2013,4,NAH,W,WWW,4,9,2013,55120,82680
05/09/2013,5,NAH,W,WWW,5,9,2013,44380.26667,66570.4
06/09/2013,6,NAH,W,WWH,6,9,2013,25694.93333,38542.4
07/09/2013,7,NAH,H,WHH,7,9,2013,30804.8,46207.2
08/09/2013,1,NAH,H,HHW,8,9,2013,21694.4,32541.6
09/09/2013,2,OH,W,HWW,9,9,2013,32503.46667,48755.2
10/09/2013,3,NAH,W,WWW,10,9,2013,29750.93333,44626.4
11/09/2013,4,NAH,W,WWW,11,9,2013,20800,31189.6
12/09/2013,5,NAH,W,WWW,12,9,2013,37190.4,55785.6
13/09/2013,6,NAH,W,WWH,13,9,2013,27740.26667,41610.4
14/09/2013,7,NAH,H,WHH,14,9,2013,23282.13333,34923.2
15/09/2013,1,NAH,H,HHW,15,9,2013,20543.46667,30815.2
16/09/2013,2,NAH,W,HWW,16,9,2013,42723.2,64084.8
17/09/2013,3,NAH,W,WWW,17,9,2013,27664,41496
18/09/2013,4,NAH,W,WWW,18,9,2013,40067.73333,60101.6
19/09/2013,5,NAH,W,WWW,19,9,2013,24772.8,37159.2
20/09/2013,6,NAH,W,WWH,20,9,2013,23000,34746.4
21/09/2013,7,NAH,H,WHH,21,9,2013,42445.86667,63668.8
22/09/2013,1,NAH,H,HHW,22,9,2013,26644.8,39967.2
23/09/2013,2,NAH,W,HWW,23,9,2013,26630.93333,39946.4
24/09/2013,3,NAH,W,WWW,24,9,2013,35602.66667,53404
25/09/2013,4,NAH,W,WWW,25,9,2013,31907.2,47860.8
26/09/2013,5,NAH,W,WWW,26,9,2013,34278.4,51417.6
27/09/2013,6,NAH,W,WWH,27,9,2013,32614.4,48921.6
28/09/2013,7,NAH,H,WHH,28,9,2013,54669.33333,82004
29/09/2013,1,NAH,H,HHW,29,9,2013,52000,78956.8
30/09/2013,2,NAH,W,HWW,30,9,2013,23552.53333,35328.8
01/10/2013,3,NAH,W,WWW,1,10,2013,44539.73333,66809.6
02/10/2013,4,NH,W,WWW,2,10,2013,58233.06667,87349.6
03/10/2013,5,NAH,W,WWW,3,10,2013,58253.86667,87380.8
04/10/2013,6,NAH,W,WWH,4,10,2013,27206.4,40809.6
05/10/2013,7,R-H,H,WHH,5,10,2013,50000,75878.4
06/10/2013,1,NAH,H,HHW,6,10,2013,33723.73333,50585.6
07/10/2013,2,NAH,W,HWW,7,10,2013,45912.53333,68868.8
08/10/2013,3,NAH,W,WWW,8,10,2013,36351.46667,54527.2
09/10/2013,4,NAH,W,WWW,9,10,2013,32766.93333,49150.4
10/10/2013,5,R-H,W,WWW,10,10,2013,31830.93333,47746.4
11/10/2013,6,OH,W,WWH,11,10,2013,41814.93333,62722.4
12/10/2013,7,OH,H,WHH,12,10,2013,40989.86667,61484.8
13/10/2013,1,NH,H,HHW,13,10,2013,36000,54901.6
14/10/2013,2,NAH,W,HWW,14,10,2013,32350.93333,48526.4
15/10/2013,3,NAH,W,WWW,15,10,2013,41260.26667,61890.4
16/10/2013,4,NH,W,WWW,16,10,2013,43083.73333,64625.6
17/10/2013,5,NAH,W,WWW,17,10,2013,53012.26667,79518.4
18/10/2013,6,OH,W,WWH,18,10,2013,66171.73333,99257.6
19/10/2013,7,NAH,H,WHH,19,10,2013,65728,98592
20/10/2013,1,NAH,H,HHW,20,10,2013,43576,65364
21/10/2013,2,NAH,W,HWW,21,10,2013,46162.13333,69243.2
22/10/2013,3,OH,W,WWW,22,10,2013,33009.6,49514.4
23/10/2013,4,NAH,W,WWW,23,10,2013,13977.6,20966.4
24/10/2013,5,NAH,W,WWW,24,10,2013,31740.8,47611.2
25/10/2013,6,NAH,W,WWH,25,10,2013,35600,53424.8
26/10/2013,7,NAH,H,WHH,26,10,2013,30250.13333,45375.2
27/10/2013,1,NAH,H,HHW,27,10,2013,18824,28236
28/10/2013,2,NAH,W,HWW,28,10,2013,32489.6,48734.4
29/10/2013,3,NAH,W,WWW,29,10,2013,34791.46667,52187.2
30/10/2013,4,NAH,W,WWW,30,10,2013,62400,93600
31/10/2013,5,O,W,WWW,31,10,2013,35644.26667,53466.4
01/11/2013,6,NAH,W,WWH,1,11,2013,30284.8,45427.2
02/11/2013,7,OH,H,WHH,2,11,2013,62000,93922.4
03/11/2013,1,NH,H,HHW,3,11,2013,36670.4,55005.6
04/11/2013,2,OH,W,HWW,4,11,2013,27677.86667,41516.8
05/11/2013,3,OH,W,WWW,5,11,2013,40573.86667,60860.8
06/11/2013,4,NAH,W,WWW,6,11,2013,44726.93333,67090.4
07/11/2013,5,NAH,W,WWW,7,11,2013,35200,52873.6
08/11/2013,6,OH,W,WWH,8,11,2013,36483.2,54724.8
09/11/2013,7,NAH,H,WHH,9,11,2013,25265.06667,37897.6
10/11/2013,1,NAH,H,HHW,10,11,2013,22138.13333,33207.2
11/11/2013,2,NAH,W,HWW,11,11,2013,36700,55151.2
12/11/2013,3,NAH,W,WWW,12,11,2013,36462.4,54693.6
13/11/2013,4,NAH,W,WWW,13,11,2013,32656,48984
14/11/2013,5,NH,W,WWW,14,11,2013,23587.2,35380.8
15/11/2013,6,NAH,W,WWH,15,11,2013,15419.73333,23129.6
16/11/2013,7,NAH,H,WHH,16,11,2013,26790.4,40185.6
17/11/2013,1,NH,H,HHW,17,11,2013,27677.86667,41516.8
18/11/2013,2,NAH,W,HWW,18,11,2013,43100,64771.2
19/11/2013,3,NAH,W,WWW,19,11,2013,21618.13333,32427.2
20/11/2013,4,NAH,W,WWW,20,11,2013,36136.53333,54204.8
21/11/2013,5,NAH,W,WWW,21,11,2013,24939.2,37408.8
22/11/2013,6,NAH,W,WWH,22,11,2013,16813.33333,25220
23/11/2013,7,NAH,H,WHH,23,11,2013,32094.4,48141.6
24/11/2013,1,OH,H,HHW,24,11,2013,17284.8,25927.2
25/11/2013,2,NAH,W,HWW,25,11,2013,29653.86667,44480.8
26/11/2013,3,NAH,W,WWW,26,11,2013,30270.93333,45406.4
27/11/2013,4,NAH,W,WWW,27,11,2013,30458.13333,45687.2
28/11/2013,5,O,W,WWW,28,11,2013,38800,58250.4
29/11/2013,6,NAH,W,WWH,29,11,2013,43395.73333,65093.6
30/11/2013,7,NAH,H,WHH,30,11,2013,51466.13333,77199.2
01/12/2013,1,NAH,H,HHW,1,12,2013,36913.06667,55369.6
02/12/2013,2,NAH,W,HWW,2,12,2013,41496,62244
03/12/2013,3,NAH,W,WWW,3,12,2013,55334.93333,83002.4
04/12/2013,4,NAH,W,WWW,4,12,2013,46500,69711.2
05/12/2013,5,O,W,WWW,5,12,2013,39977.6,59966.4
06/12/2013,6,NAH,W,WWH,6,12,2013,40899.73333,61349.6
07/12/2013,7,NAH,H,WHH,7,12,2013,36670.4,55005.6
08/12/2013,1,NAH,H,HHW,8,12,2013,20848.53333,31272.8
09/12/2013,2,NAH,W,HWW,9,12,2013,30800,46280
10/12/2013,3,NAH,W,WWW,10,12,2013,38320.53333,57480.8
11/12/2013,4,NAH,W,WWW,11,12,2013,32004.26667,48006.4
12/12/2013,5,NAH,W,WWW,12,12,2013,35900.8,53851.2
13/12/2013,6,NAH,W,WWH,13,12,2013,23100,34756.8
14/12/2013,7,NAH,H,WHH,14,12,2013,55827.2,83740.8
15/12/2013,1,NAH,H,HHW,15,12,2013,43236.26667,64854.4
16/12/2013,2,NAH,W,HWW,16,12,2013,44366.4,66549.6
17/12/2013,3,NAH,W,WWW,17,12,2013,36275.2,54412.8
18/12/2013,4,NAH,W,WWW,18,12,2013,26500,39821.6
19/12/2013,5,NAH,W,WWW,19,12,2013,23441.6,35162.4
20/12/2013,6,NAH,W,WWH,20,12,2013,33120.53333,49680.8
21/12/2013,7,NAH,H,WHH,21,12,2013,40892.8,61339.2
22/12/2013,1,NAH,H,HHW,22,12,2013,13991.46667,20987.2
23/12/2013,2,NAH,W,HWW,23,12,2013,38900,58437.6
24/12/2013,3,OH,W,WWW,24,12,2013,27483.73333,41225.6
25/12/2013,4,NH,W,WWW,25,12,2013,32496.53333,48744.8
26/12/2013,5,NAH,W,WWW,26,12,2013,13124.8,19687.2
27/12/2013,6,NAH,W,WWH,27,12,2013,26478.4,39717.6
28/12/2013,7,NAH,H,WHH,28,12,2013,64729.6,97094.4
29/12/2013,1,NAH,H,HHW,29,12,2013,38889.06667,58333.6
30/12/2013,2,NAH,W,HWW,30,12,2013,44664.53333,66996.8
31/12/2013,3,O,W,WWW,31,12,2013,63900,95092.6
01/01/2014,4,OH,W,WWW,1,1,2014,58370.66667,87556
02/01/2014,5,NAH,W,WWW,2,1,2014,53310.93333,79966.4
03/01/2014,6,NAH,W,WWH,3,1,2014,58950.13333,88425.2
04/01/2014,7,NAH,H,WHH,4,1,2014,40654.53333,60981.8
05/01/2014,1,NAH,H,HHW,5,1,2014,56017.46667,84026.2
06/01/2014,2,NAH,W,HWW,6,1,2014,53127.2,79690.8
07/01/2014,3,OH,W,WWW,7,1,2014,49600,74433.2
08/01/2014,4,NAH,W,WWW,8,1,2014,35757.33333,53636
09/01/2014,5,NAH,W,WWW,9,1,2014,45763.73333,68645.6
10/01/2014,6,NAH,W,WWH,10,1,2014,35778.53333,53667.8
11/01/2014,7,NAH,H,WHH,11,1,2014,31898.93333,47848.4
12/01/2014,1,NAH,H,HHW,12,1,2014,14168.66667,21253
13/01/2014,2,NAH,W,HWW,13,1,2014,14507.86667,21761.8
14/01/2014,3,OH,W,WWW,14,1,2014,15600,23521.4
15/01/2014,4,NAH,W,WWW,15,1,2014,28634.13333,42951.2
16/01/2014,5,NAH,W,WWW,16,1,2014,37997.46667,56996.2
17/01/2014,6,NAH,W,WWH,17,1,2014,39962,59943
18/01/2014,7,NAH,H,WHH,18,1,2014,31828.26667,47742.4
19/01/2014,1,NAH,H,HHW,19,1,2014,32195.73333,48293.6
20/01/2014,2,NAH,W,HWW,20,1,2014,24881.73333,37322.6
21/01/2014,3,NAH,W,WWW,21,1,2014,35255.6,52883.4
22/01/2014,4,NAH,W,WWW,22,1,2014,31043.86667,46565.8
23/01/2014,5,NAH,W,WWW,23,1,2014,18048.26667,27072.4
24/01/2014,6,NAH,W,WWH,24,1,2014,32612.66667,48919
25/01/2014,7,NAH,H,WHH,25,1,2014,23000,35647.8
26/01/2014,1,NH,H,HHW,26,1,2014,30245.33333,45368
27/01/2014,2,NAH,W,HWW,27,1,2014,20945.6,31418.4
28/01/2014,3,NAH,W,WWW,28,1,2014,36400.4,54600.6
29/01/2014,4,NAH,W,WWW,29,1,2014,44647.2,66970.8
30/01/2014,5,NAH,W,WWW,30,1,2014,50519.6,75779.4
31/01/2014,6,O,W,WWH,31,1,2014,41905.33333,62858
01/02/2014,7,NAH,H,WHH,1,2,2014,43509.46667,65264.2
02/02/2014,1,NAH,H,HHW,2,2,2014,71000,106752.6
03/02/2014,2,NAH,W,HWW,3,2,2014,35326.26667,52989.4
04/02/2014,3,OH,W,WWW,4,2,2014,44011.2,66016.8
05/02/2014,4,NAH,W,WWW,5,2,2014,43827.46667,65741.2
06/02/2014,5,NAH,W,WWW,6,2,2014,45869.73333,68804.6
07/02/2014,6,NAH,W,WWH,7,2,2014,35934,53901
08/02/2014,7,NAH,H,WHH,8,2,2014,32683.33333,49025
09/02/2014,1,NAH,H,HHW,9,2,2014,25235.06667,37852.6
10/02/2014,2,NAH,W,HWW,10,2,2014,25397.6,38096.4
11/02/2014,3,NAH,W,WWW,11,2,2014,29192.4,43788.6
12/02/2014,4,NAH,W,WWW,12,2,2014,35326.26667,52989.4
13/02/2014,5,NAH,W,WWW,13,2,2014,22422.53333,33633.8
14/02/2014,6,OH,W,WWH,14,2,2014,38859.6,58289.4
15/02/2014,7,NAH,H,WHH,15,2,2014,34216.8,51325.2
16/02/2014,1,NAH,H,HHW,16,2,2014,39750,46788.4
17/02/2014,2,NAH,W,HWW,17,2,2014,28782.53333,43173.8
18/02/2014,3,NAH,W,WWW,18,2,2014,32252.26667,48378.4
19/02/2014,4,OH,W,WWW,19,2,2014,33890,50795.2
20/02/2014,5,NAH,W,WWW,20,2,2014,26832.13333,40248.2
21/02/2014,6,NAH,W,WWH,21,2,2014,27673.06667,41509.6
22/02/2014,7,NAH,H,WHH,22,2,2014,23977.2,35965.8
23/02/2014,1,NAH,H,HHW,23,2,2014,33255.73333,49883.6
24/02/2014,2,OH,W,HWW,24,2,2014,572.4,858.6
25/02/2014,3,NAH,W,WWW,25,2,2014,40477.86667,60716.8
26/02/2014,4,NAH,W,WWW,26,2,2014,51586.66667,77380
27/02/2014,5,NH,W,WWW,27,2,2014,43163.2,64744.8
28/02/2014,6,NAH,W,WWH,28,2,2014,54187.2,81280.8
01/03/2014,7,NAH,H,WHH,1,3,2014,52215.6,78323.4
02/03/2014,1,NAH,H,HHW,2,3,2014,71062.4,106593.6
03/03/2014,2,NAH,W,HWW,3,3,2014,47200,70871.6
04/03/2014,3,NAH,W,WWW,4,3,2014,45500,68359.4
05/03/2014,4,NAH,W,WWW,5,3,2014,67161.6,100742.4
06/03/2014,5,NAH,W,WWW,6,3,2014,43876.93333,65815.4
07/03/2014,6,NAH,W,WWH,7,3,2014,37446.26667,56169.4
08/03/2014,7,NAH,H,WHH,8,3,2014,31171.06667,46756.6
09/03/2014,1,NAH,H,HHW,9,3,2014,35538.26667,53307.4
10/03/2014,2,NAH,W,HWW,10,3,2014,21300,31990.8
11/03/2014,3,NAH,W,WWW,11,3,2014,40053.86667,60080.8
12/03/2014,4,NAH,W,WWW,12,3,2014,36252,54378
13/03/2014,5,NAH,W,WWW,13,3,2014,37142.4,55713.6
14/03/2014,6,NAH,W,WWH,14,3,2014,27948.66667,41923
15/03/2014,7,NAH,H,WHH,15,3,2014,37707.73333,56561.6
16/03/2014,1,OH,H,HHW,16,3,2014,38442.66667,57664
17/03/2014,2,OH,W,HWW,17,3,2014,27927.46667,41891.2
18/03/2014,3,NAH,W,WWW,18,3,2014,23744,35616
19/03/2014,4,NAH,W,WWW,19,3,2014,20387.33333,30581
20/03/2014,5,NAH,W,WWW,20,3,2014,32881.2,49321.8
21/03/2014,6,NAH,W,WWH,21,3,2014,25856.93333,38785.4
22/03/2014,7,NAH,H,WHH,22,3,2014,24500,41361.2
23/03/2014,1,NAH,H,HHW,23,3,2014,22600,33973
24/03/2014,2,NAH,W,HWW,24,3,2014,23510.8,35266.2
25/03/2014,3,NAH,W,WWW,25,3,2014,28987.46667,43481.2
26/03/2014,4,NAH,W,WWW,26,3,2014,38075.2,57112.8
27/03/2014,5,NAH,W,WWW,27,3,2014,33573.73333,50360.6
28/03/2014,6,NAH,W,WWH,28,3,2014,35200,48389
29/03/2014,7,NAH,H,WHH,29,3,2014,32845.86667,49268.8
30/03/2014,1,NAH,H,HHW,30,3,2014,54865.6,82298.4
31/03/2014,2,OH,W,HWW,31,3,2014,31482,47223
01/04/2014,3,NAH,W,WWW,1,4,2014,43000.66667,64501
02/04/2014,4,NAH,W,WWW,2,4,2014,51883.46667,77825.2
03/04/2014,5,NAH,W,WWW,3,4,2014,45120.66667,67681
04/04/2014,6,NAH,W,WWH,4,4,2014,48618.66667,72928
05/04/2014,7,NAH,H,WHH,5,4,2014,54717.2,82075.8
06/04/2014,1,NAH,H,HHW,6,4,2014,45200,63833.2
07/04/2014,2,NAH,W,HWW,7,4,2014,31255.86667,46883.8
08/04/2014,3,NH,W,WWW,8,4,2014,47989.73333,71984.6
09/04/2014,4,NAH,W,WWW,9,4,2014,39516.8,59275.2
10/04/2014,5,NAH,W,WWW,10,4,2014,25609.6,38414.4
11/04/2014,6,NAH,W,WWH,11,4,2014,20401.46667,30602.2
